"","year","stcd","ptynow","inc3","dv","dvp","state","south","dpres"
"2562",1964,4203,-1,-1,45.4,48.9,42,1,50.2
"2563",1964,4209,1,0,52.7,50.5,42,1,52.59
"2564",1964,4301,1,1,74.6,67.3,43,1,63.84
"2565",1964,4302,1,1,62.7,68.8,43,1,62.57
"2566",1964,4303,1,1,59.3,52,43,1,53.03
"2567",1964,4304,1,1,81.4,72,43,1,72.2
"2568",1964,4305,-1,-1,57.5,43.7,43,1,54.84
"2569",1964,4307,1,1,83.6,88.2,43,1,64.3
"2570",1964,4308,1,1,76.8,71.5,43,1,71.62
"2571",1964,4309,1,1,75.3,66.3,43,1,67.92
"2572",1964,4310,1,1,75.8,63.3,43,1,71.31
"2573",1964,4312,1,1,68.5,60.6,43,1,63.18
"2574",1964,4313,1,1,75.2,67.1,43,1,70.66
"2575",1964,4314,1,1,77.5,70.3,43,1,73.4
"2576",1964,4316,-1,-1,55.7,46.2,43,1,56.49
"2577",1964,4318,1,1,55,58.8,43,1,53.03
"2578",1964,4319,1,1,77.6,67.1,43,1,63.04
"2579",1964,4321,1,1,78.1,76.1,43,1,63.67
"2580",1964,4322,1,1,58.1,53.5,43,1,53.84
"2581",1964,4323,1,1,67.2,56.1,43,1,63.4
"2582",1964,4401,-1,-1,44,49.1,44,0,52.38
"2583",1964,4402,-1,0,57.5,46.1,44,0,55.94
"2584",1964,4501,-1,-1,43.6,43.3,45,0,66.31
"2585",1964,4602,1,1,76.1,75,46,1,61.77
"2586",1964,4603,1,0,50.4,50.3,46,1,43.16
"2587",1964,4606,-1,-1,43.8,34.6,46,1,48.27
"2588",1964,4607,1,1,69.6,50.6,46,1,50.91
"2589",1964,4609,1,1,58.2,61.2,46,1,59.83
"2590",1964,4610,-1,-1,49.3,44.6,46,1,62.22
"2591",1964,4701,-1,-1,40.1,26.3,47,0,56.95
"2592",1964,4702,-1,-1,54.9,40.2,47,0,66.13
"2593",1964,4703,1,1,70.2,65.3,47,0,69.77
"2594",1964,4704,-1,-1,34.7,33,47,0,57.36
"2595",1964,4705,-1,-1,53.5,35.6,47,0,56.45
"2596",1964,4706,-1,-1,52.1,28.9,47,0,68.93
"2597",1964,4707,-1,-1,55.6,43.4,47,0,63.15
"2598",1964,4801,-1,-1,38.6,40.1,48,0,69.31
"2599",1964,4802,1,1,65,58.7,48,0,65.88
"2600",1964,4803,1,1,65.4,61.7,48,0,68.53
"2601",1964,4804,1,1,61.2,57.8,48,0,62.67
"2602",1964,4805,1,0,70,73.1,48,0,75.8
"2603",1964,4901,-1,-1,51.5,46.7,49,0,61.16
"2604",1964,4902,1,1,63.6,52.5,49,0,65.89
"2605",1964,4903,-1,-1,39.4,38.7,49,0,58.71
"2606",1964,4904,1,1,74.2,72.5,49,0,72.19
"2607",1964,4905,1,1,76,63.6,49,0,69.59
"2608",1964,4906,-1,-1,50.8,40.8,49,0,57.65
"2609",1964,4907,-1,-1,38.2,33.9,49,0,61.4
"2610",1964,4908,-1,-1,40.4,37.2,49,0,59.92
"2611",1964,4910,-1,-1,43.8,36.8,49,0,65.16
"2612",1964,5001,-1,-1,50.8,38.6,50,0,56.56
"2613",1966,101,-1,-1,34.2,40.1,1,1,27.04
"2614",1966,102,-1,-1,45.4,37.1,1,1,21.41
"2615",1966,104,-1,-1,58.7,40.9,1,1,NA
"2616",1966,106,-1,-1,36.6,39.4,1,1,NA
"2617",1966,107,-1,0,64.4,40.4,1,1,39.59
"2618",1966,201,1,1,48.3,51.5,2,0,65.91
"2619",1966,301,-1,-1,32.9,44.7,3,0,NA
"2620",1966,302,1,1,59.6,58.7,3,0,54.35
"2621",1966,303,1,1,43.1,51.5,3,0,NA
"2622",1966,403,1,1,46.9,54.7,4,1,NA
"2623",1966,501,-1,-1,34.8,40.9,5,0,62.92
"2624",1966,502,1,1,70.9,64.6,5,0,60.8
"2625",1966,503,1,1,67.5,74.3,5,0,65.78
"2626",1966,504,1,1,59.5,71.9,5,0,63.86
"2627",1966,506,-1,-1,23.4,36.4,5,0,68.08
"2628",1966,507,1,1,64.3,66.1,5,0,69.78
"2629",1966,508,1,1,65.4,70.2,5,0,65.27
"2630",1966,509,1,1,63.1,69.8,5,0,66.61
"2631",1966,510,-1,-1,30.9,36.9,5,0,60.86
"2632",1966,511,-1,-1,40.6,45.2,5,0,64.4
"2633",1966,512,-1,-1,22.7,38.1,5,0,60.44
"2634",1966,513,-1,-1,32.5,42.6,5,0,57.56
"2635",1966,514,1,1,56.5,35.1,5,0,63.49
"2636",1966,515,1,1,57,70.9,5,0,63.61
"2637",1966,516,1,1,71.3,66.8,5,0,66.3
"2638",1966,517,1,1,60.8,67.7,5,0,60.45
"2639",1966,518,1,1,44.1,66.7,5,0,60.28
"2640",1966,519,1,1,62.2,65.4,5,0,58.26
"2641",1966,520,-1,-1,26.6,32.1,5,0,42.73
"2642",1966,521,1,1,84.8,90.3,5,0,90.83
"2643",1966,522,1,1,53.5,50.5,5,0,53.13
"2644",1966,523,-1,-1,32.6,44.5,5,0,58.56
"2645",1966,524,-1,-1,23.7,32.1,5,0,40.93
"2646",1966,525,1,1,47.5,55.4,5,0,56.98
"2647",1966,526,1,1,62.3,59.4,5,0,70.4
"2648",1966,527,-1,-1,34.6,48.3,5,0,56.33
"2649",1966,528,-1,-1,27.7,34.4,5,0,48.89
"2650",1966,529,1,1,51.1,58.6,5,0,61.35
"2651",1966,530,1,1,66.4,66.3,5,0,68.49
"2652",1966,531,1,1,63.4,64,5,0,64.76
"2653",1966,532,-1,-1,19.9,31.1,5,0,53.78
"2654",1966,533,1,1,46.5,51.7,5,0,57.17
"2655",1966,534,1,1,55.8,58.2,5,0,49.64
"2656",1966,535,-1,-1,26.9,35,5,0,38.03
"2657",1966,536,-1,-1,27.1,40.9,5,0,48.31
"2658",1966,537,1,1,61.2,58.2,5,0,56.89
"2659",1966,538,1,1,54.5,52.8,5,0,56.18
"2660",1966,601,1,1,56,67.9,6,0,66.19
"2661",1966,602,1,1,47.7,50.6,6,0,59.13
"2662",1966,603,1,1,51.7,51.2,6,0,62.44
"2663",1966,604,1,1,58.6,63,6,0,58.09
"2664",1966,701,1,1,58.5,70,7,0,72.89
"2665",1966,702,1,1,56.5,63.3,7,0,69.51
"2666",1966,703,1,1,56,63.9,7,0,65.7
"2667",1966,704,1,1,51,51.8,7,0,61.83
"2668",1966,705,1,1,59.1,67.3,7,0,68.27
"2669",1966,706,1,1,49.3,58.7,7,0,70.01
"2670",1966,801,1,1,44.2,56.6,8,0,61.11
"2671",1966,908,-1,-1,29.2,39.4,9,1,55.02
"2672",1966,912,1,1,56.9,63.9,9,1,NA
"2673",1966,1003,-1,0,61.8,42.5,10,1,37.28
"2674",1966,1004,1,1,49.8,56.9,10,1,48.26
"2675",1966,1005,1,0,39.9,54,10,1,55.37
"2676",1966,1007,1,1,65,54.7,10,1,50.87
"2677",1966,1201,1,1,48.2,51.7,12,0,NA
"2678",1966,1202,-1,-1,29.7,47.8,12,0,NA
"2679",1966,1301,1,1,72.6,84.9,13,0,NA
"2680",1966,1302,1,1,59.2,67.3,13,0,NA
"2681",1966,1303,1,1,52,59.1,13,0,NA
"2682",1966,1304,-1,-1,28,41.1,13,0,NA
"2683",1966,1305,1,1,56.2,63.7,13,0,NA
"2684",1966,1306,1,1,57,83.4,13,0,NA
"2685",1966,1307,1,1,80.9,85.9,13,0,NA
"2686",1966,1308,1,1,59.9,66.1,13,0,NA
"2687",1966,1309,1,1,59.9,63.9,13,0,NA
"2688",1966,1310,-1,-1,30.6,39.2,13,0,NA
"2689",1966,1311,1,1,50.9,56.9,13,0,NA
"2690",1966,1312,-1,-1,30.9,41.4,13,0,NA
"2691",1966,1313,-1,-1,24,42.2,13,0,NA
"2692",1966,1314,-1,-1,28.3,41,13,0,NA
"2693",1966,1315,-1,-1,27.7,41.6,13,0,49.98
"2694",1966,1316,-1,-1,27,43.6,13,0,NA
"2695",1966,1317,-1,-1,32.6,43.6,13,0,NA
"2696",1966,1318,-1,-1,41.6,46,13,0,NA
"2697",1966,1319,1,1,47.7,52.4,13,0,NA
"2698",1966,1320,-1,-1,37.8,45.2,13,0,NA
"2699",1966,1321,1,1,56.2,65,13,0,NA
"2700",1966,1322,-1,-1,36.7,47,13,0,NA
"2701",1966,1323,1,1,56.4,54.6,13,0,NA
"2702",1966,1324,1,1,71.5,75.7,13,0,NA
"2703",1966,1401,1,1,58.3,63.9,14,0,NA
"2704",1966,1402,-1,-1,42.5,47.1,14,0,NA
"2705",1966,1403,1,1,55.8,60.6,14,0,NA
"2706",1966,1404,-1,-1,36.5,47.9,14,0,NA
"2707",1966,1405,1,1,51.1,55.2,14,0,NA
"2708",1966,1406,-1,-1,33.8,45.9,14,0,NA
"2709",1966,1407,-1,0,45.7,45.8,14,0,NA
"2710",1966,1408,1,1,48.9,56.5,14,0,NA
"2711",1966,1409,1,1,53.8,54.4,14,0,NA
"2712",1966,1410,-1,-1,36.6,49.5,14,0,NA
"2713",1966,1411,1,1,55.7,50.5,14,0,NA
"2714",1966,1501,1,1,48.2,51.1,15,0,63.09
"2715",1966,1502,1,1,54,52.2,15,0,63.27
"2716",1966,1503,-1,-1,38,49.9,15,0,60.27
"2717",1966,1504,1,1,48.3,53.6,15,0,64.79
"2718",1966,1505,1,1,60.8,70.1,15,0,65.86
"2719",1966,1506,1,1,42.3,53.4,15,0,57.51
"2720",1966,1507,1,1,40.9,53.5,15,0,59.04
"2721",1966,1601,-1,-1,31.4,48.8,16,0,NA
"2722",1966,1602,-1,-1,37.2,48.9,16,0,NA
"2723",1966,1603,-1,0,46,37.8,16,0,NA
"2724",1966,1604,-1,-1,31.3,40.6,16,0,NA
"2725",1966,1605,-1,-1,39.1,43.6,16,0,NA
"2726",1966,1702,1,1,58.9,68.4,17,0,NA
"2727",1966,1703,1,0,41,53.8,17,0,NA
"2728",1966,1704,1,1,46,61.7,17,0,NA
"2729",1966,1705,-1,-1,24.6,46.9,17,0,NA
"2730",1966,1706,1,1,65,70.6,17,0,NA
"2731",1966,1707,1,1,68.9,69.7,17,0,NA
"2732",1966,1802,1,1,68.6,55,18,1,51.66
"2733",1966,1803,1,1,59.7,62.3,18,1,57.99
"2734",1966,1806,1,0,76.6,62.9,18,1,43.38
"2735",1966,1901,-1,0,52.7,49.9,19,0,68.6
"2736",1966,1902,1,1,56.8,62,19,0,69.1
"2737",1966,2001,-1,-1,28.6,46.9,20,0,NA
"2738",1966,2002,1,1,69.3,65.9,20,0,NA
"2739",1966,2004,1,1,74.3,77.8,20,0,NA
"2740",1966,2005,1,1,53.9,61,20,0,NA
"2741",1966,2006,-1,-1,29.1,45.5,20,0,NA
"2742",1966,2007,1,1,76,79.5,20,0,NA
"2743",1966,2105,-1,-1,25.2,35,21,0,74.21
"2744",1966,2106,-1,-1,34.3,35.4,21,0,74.02
"2745",1966,2107,1,1,74.5,76.9,21,0,79.43
"2746",1966,2110,-1,0,48.9,37,21,0,74.44
"2747",1966,2112,-1,-1,45,40.4,21,0,68.24
"2748",1966,2201,1,1,84.2,84.4,22,0,88.33
"2749",1966,2202,1,1,49,50.5,22,0,62.91
"2750",1966,2203,1,1,47.8,52.7,22,0,60.71
"2751",1966,2204,-1,-1,32.2,45.7,22,0,55.92
"2752",1966,2205,-1,-1,31.5,38.8,22,0,57.27
"2753",1966,2206,-1,-1,32.7,43.4,22,0,60.95
"2754",1966,2207,1,1,45.9,65.7,22,0,66.73
"2755",1966,2208,-1,-1,30.1,45.3,22,0,58.29
"2756",1966,2209,-1,-1,33.3,42.6,22,0,56.09
"2757",1966,2210,-1,-1,32.6,43.4,22,0,61.82
"2758",1966,2211,1,1,48.2,53.3,22,0,66.47
"2759",1966,2212,1,1,65.1,74.8,22,0,74.59
"2760",1966,2213,1,1,83,86,22,0,88.27
"2761",1966,2214,1,1,59.7,66.9,22,0,69.81
"2762",1966,2215,1,1,67.8,71,22,0,74.56
"2763",1966,2216,1,1,62.7,73.5,22,0,76.08
"2764",1966,2217,1,1,69.2,73,22,0,68.78
"2765",1966,2218,-1,-1,32.2,40.4,22,0,60.92
"2766",1966,2219,1,1,43,53.4,22,0,63.76
"2767",1966,2301,-1,-1,34.1,44.7,23,0,61.44
"2768",1966,2302,-1,-1,33.8,41.6,23,0,56.16
"2769",1966,2303,-1,-1,34.6,43,23,0,58.28
"2770",1966,2304,1,1,53.4,73.5,23,0,69.81
"2771",1966,2305,1,1,59.7,61.9,23,0,65.8
"2772",1966,2306,1,1,48.6,51.8,23,0,62.73
"2773",1966,2307,-1,-1,36.8,49.2,23,0,62.38
"2774",1966,2404,-1,0,66.7,44.3,24,1,NA
"2775",1966,2501,1,1,63.9,76.9,25,0,NA
"2776",1966,2502,-1,-1,33.8,46.9,25,0,NA
"2777",1966,2503,1,1,71.1,71.7,25,0,NA
"2778",1966,2504,1,1,60.8,63.9,25,0,NA
"2779",1966,2505,1,1,61.2,67.9,25,0,NA
"2780",1966,2506,1,1,58,64.7,25,0,NA
"2781",1966,2507,-1,-1,37.7,48.3,25,0,NA
"2782",1966,2508,1,1,58.1,65.2,25,0,NA
"2783",1966,2509,1,1,55.3,62.4,25,0,NA
"2784",1966,2510,1,1,61,67.4,25,0,NA
"2785",1966,2601,1,1,50.8,53.9,26,0,NA
"2786",1966,2602,-1,-1,39.8,45.9,26,0,NA
"2787",1966,2701,1,1,48.8,51.3,27,0,54.19
"2788",1966,2702,-1,-1,35.8,46.9,27,0,55.62
"2789",1966,2703,-1,-1,27,47.2,27,0,48.55
"2790",1966,2801,1,1,67.6,63.3,28,0,58.58
"2791",1966,2901,1,1,43.8,51.3,29,0,62.56
"2792",1966,2902,-1,-1,33.2,49.9,29,0,65.52
"2793",1966,3001,-1,0,47.4,43.7,30,0,NA
"2794",1966,3002,1,1,47.7,50.8,30,0,NA
"2795",1966,3003,1,1,53.1,50.4,30,0,NA
"2796",1966,3004,1,1,56.4,67.6,30,0,NA
"2797",1966,3005,-1,-1,27.7,36.4,30,0,58.44
"2798",1966,3006,-1,-1,31.4,43.7,30,0,NA
"2799",1966,3007,-1,-1,33.6,43.3,30,0,NA
"2800",1966,3008,1,1,60.9,67.6,30,0,NA
"2801",1966,3009,1,1,50.9,50.6,30,0,NA
"2802",1966,3010,1,1,66.3,74.6,30,0,NA
"2803",1966,3011,1,1,58.8,69.6,30,0,NA
"2804",1966,3012,-1,-1,24.4,40.3,30,0,NA
"2805",1966,3013,1,1,71.8,78.1,30,0,NA
"2806",1966,3014,1,1,70.5,74.6,30,0,NA
"2807",1966,3015,1,1,57.9,63.1,30,0,NA
"2808",1966,3101,1,1,55.9,61.8,31,0,59.4
"2809",1966,3102,1,1,50.5,51.6,31,0,59.4
"2810",1966,3201,1,1,63.6,64.9,32,0,55.45
"2811",1966,3202,-1,-1,38.4,48.4,32,0,56.45
"2812",1966,3203,1,1,50.3,50.7,32,0,60.9
"2813",1966,3204,-1,-1,34.9,44.8,32,0,58.44
"2814",1966,3205,1,1,50.7,55.8,32,0,62.63
"2815",1966,3206,-1,-1,33.3,42.9,32,0,59.2
"2816",1966,3207,1,1,73,71,32,0,63.19
"2817",1966,3208,1,1,75.8,77,32,0,75.98
"2818",1966,3209,1,1,57.2,69.1,32,0,63.52
"2819",1966,3210,1,1,82.1,87.5,32,0,85.79
"2820",1966,3211,1,0,76.3,80.8,32,0,76.91
"2821",1966,3212,1,1,74.9,81.7,32,0,81.27
"2822",1966,3213,1,1,76.9,78.7,32,0,80.85
"2823",1966,3214,1,1,76.2,77.4,32,0,72.6
"2824",1966,3215,1,1,56.8,53.6,32,0,52.78
"2825",1966,3216,1,1,57.4,61.4,32,0,55.8
"2826",1966,3217,-1,-1,49.2,24.7,32,0,71.8
"2827",1966,3218,1,1,80.9,89,32,0,92.28
"2828",1966,3219,1,1,68.8,77.2,32,0,80.19
"2829",1966,3220,1,1,78.3,84,32,0,83.02
"2830",1966,3221,1,1,83.6,84.5,32,0,83.91
"2831",1966,3222,1,1,79.4,87.5,32,0,86.86
"2832",1966,3223,1,1,79.5,78,32,0,77.66
"2833",1966,3224,-1,-1,34.3,36.6,32,0,57.21
"2834",1966,3225,1,1,54.6,56.2,32,0,60.59
"2835",1966,3226,-1,-1,26.8,43.5,32,0,63.27
"2836",1966,3227,1,1,51.5,51.6,32,0,62.67
"2837",1966,3228,1,1,52.1,53.3,32,0,61.24
"2838",1966,3229,1,0,45.8,69.2,32,0,75.7
"2839",1966,3230,-1,-1,35,49.7,32,0,67.91
"2840",1966,3231,-1,-1,32.4,45.4,32,0,69.41
"2841",1966,3232,-1,-1,27.7,46.6,32,0,64.73
"2842",1966,3233,-1,-1,34.1,41.6,32,0,63.98
"2843",1966,3234,1,1,59,51.2,32,0,67.05
"2844",1966,3235,1,1,65.8,64,32,0,65.38
"2845",1966,3236,-1,-1,25.1,43.1,32,0,69.61
"2846",1966,3237,-1,-1,30.7,44.8,32,0,69.92
"2847",1966,3238,-1,-1,30.3,41.6,32,0,64.81
"2848",1966,3239,1,1,52.3,52.8,32,0,67.29
"2849",1966,3240,-1,-1,38.8,47.3,32,0,69.81
"2850",1966,3241,1,1,76.4,82.1,32,0,82.73
"2851",1966,3301,1,1,61.3,82.6,33,1,NA
"2852",1966,3304,1,1,43.5,51.8,33,1,NA
"2853",1966,3305,1,0,53.1,51.6,33,1,NA
"2854",1966,3306,1,1,51.6,61.4,33,1,NA
"2855",1966,3308,-1,-1,28.5,45.7,33,1,NA
"2856",1966,3309,-1,-1,36.7,44.8,33,1,NA
"2857",1966,3310,1,1,56.1,58.6,33,1,NA
"2858",1966,3311,1,1,52.8,60.5,33,1,NA
"2859",1966,3401,-1,-1,33.8,47.6,34,0,59.21
"2860",1966,3402,1,1,48,52.5,34,0,56.73
"2861",1966,3501,1,1,47.1,51.9,35,0,NA
"2862",1966,3502,-1,-1,29.3,39.5,35,0,52.78
"2863",1966,3503,1,1,46.2,52,35,0,NA
"2864",1966,3504,-1,-1,36.4,44.3,35,0,57.33
"2865",1966,3505,-1,-1,24.7,34.1,35,0,NA
"2866",1966,3506,-1,-1,32.1,39.9,35,0,NA
"2867",1966,3508,-1,-1,32.9,38.2,35,0,NA
"2868",1966,3509,1,1,60.8,62.9,35,0,68.92
"2869",1966,3510,1,1,48,52.4,35,0,NA
"2870",1966,3511,-1,-1,30.7,44.6,35,0,NA
"2871",1966,3512,-1,-1,35.8,44.6,35,0,NA
"2872",1966,3513,-1,-1,34.5,45.3,35,0,NA
"2873",1966,3514,-1,-1,40.4,45.3,35,0,NA
"2874",1966,3516,-1,-1,38.9,47.8,35,0,NA
"2875",1966,3518,1,1,64.1,68.8,35,0,NA
"2876",1966,3519,1,1,71.9,76.3,35,0,NA
"2877",1966,3520,1,1,76.1,74.4,35,0,NA
"2878",1966,3521,1,1,81.7,90.1,35,0,NA
"2879",1966,3522,-1,-1,44.1,43.4,35,0,NA
"2880",1966,3523,-1,-1,26.8,32.8,35,0,NA
"2881",1966,3601,-1,-1,30.3,36.5,36,0,45.51
"2882",1966,3602,1,1,53.6,61.4,36,0,58.48
"2883",1966,3603,1,1,77.2,79,36,0,68.77
"2884",1966,3605,1,1,69.6,70.8,36,0,53.38
"2885",1966,3606,1,1,48.6,56.7,36,0,60.59
"2886",1966,3701,-1,-1,25.7,46.9,37,0,NA
"2887",1966,3702,1,1,63.3,68.1,37,0,NA
"2888",1966,3703,1,1,67,65.7,37,0,NA
"2889",1966,3704,1,0,37.3,64.8,37,0,NA
"2890",1966,3801,1,1,66.1,71.8,38,0,NA
"2891",1966,3802,1,1,59.9,80.2,38,0,NA
"2892",1966,3803,1,1,56.6,72,38,0,NA
"2893",1966,3804,1,0,51.9,64.1,38,0,NA
"2894",1966,3805,1,1,59.1,65.2,38,0,NA
"2895",1966,3806,1,1,56.1,62.1,38,0,NA
"2896",1966,3807,-1,0,36.8,48.9,38,0,NA
"2897",1966,3808,-1,0,40.5,48.9,38,0,NA
"2898",1966,3809,-1,-1,37.4,48.9,38,0,NA
"2899",1966,3810,-1,-1,33.2,49.2,38,0,NA
"2900",1966,3811,1,1,67.2,77.4,38,0,NA
"2901",1966,3812,-1,-1,33.1,41.4,38,0,NA
"2902",1966,3813,-1,-1,27.5,40.9,38,0,NA
"2903",1966,3814,1,1,68.3,74.8,38,0,NA
"2904",1966,3815,1,1,52.3,66.1,38,0,NA
"2905",1966,3817,-1,-1,33.8,42,38,0,NA
"2906",1966,3818,-1,-1,32.9,37.4,38,0,NA
"2907",1966,3819,1,1,48.3,50.8,38,0,59.41
"2908",1966,3820,1,1,65.9,74.4,38,0,74.82
"2909",1966,3821,1,1,64.2,65.8,38,0,NA
"2910",1966,3822,-1,-1,32.5,43,38,0,NA
"2911",1966,3823,-1,-1,37.2,45.1,38,0,NA
"2912",1966,3824,1,1,55.3,50.8,38,0,67.2
"2913",1966,3825,1,1,64.5,70.3,38,0,67.39
"2914",1966,3826,1,1,64.1,68.1,38,0,NA
"2915",1966,3827,-1,-1,32.3,37.3,38,0,59.67
"2916",1966,3901,1,1,56.8,66.2,39,0,81.43
"2917",1966,3902,1,1,64.7,81.3,39,0,80.42
"2918",1966,4002,-1,-1,35.7,30.7,40,1,NA
"2919",1966,4006,1,1,61.7,65,40,1,41.23
"2920",1966,4101,-1,-1,33.3,42.5,41,0,NA
"2921",1966,4102,-1,-1,39.5,44,41,0,NA
"2922",1966,4202,-1,-1,21.1,45.3,42,1,NA
"2923",1966,4203,-1,-1,35.8,45.4,42,1,NA
"2924",1966,4205,1,1,63,59.8,42,1,63.65
"2925",1966,4209,1,1,47.8,52.7,42,1,NA
"2926",1966,4303,1,1,53.4,59.3,43,1,NA
"2927",1966,4305,1,1,61,57.5,43,1,NA
"2928",1966,4310,1,1,75.1,75.8,43,1,NA
"2929",1966,4313,1,1,57.1,75.2,43,1,NA
"2930",1966,4318,1,0,40.5,55,43,1,NA
"2931",1966,4401,-1,-1,33.5,44,44,0,NA
"2932",1966,4402,1,1,38.7,57.5,44,0,NA
"2933",1966,4501,-1,-1,34.4,43.6,45,0,66.31
"2934",1966,4605,1,1,56.2,63.5,46,1,NA
"2935",1966,4606,-1,-1,19.2,43.8,46,1,NA
"2936",1966,4607,1,1,59.3,69.6,46,1,NA
"2937",1966,4609,1,1,46.3,58.2,46,1,NA
"2938",1966,4610,-1,-1,41.7,49.3,46,1,NA
"2939",1966,4701,-1,-1,19.7,40.1,47,0,56.95
"2940",1966,4702,1,1,62.8,54.9,47,0,66.13
"2941",1966,4703,1,1,65.7,70.2,47,0,69.77
"2942",1966,4704,-1,-1,32.8,34.7,47,0,57.36
"2943",1966,4705,1,1,56.5,53.5,47,0,56.45
"2944",1966,4706,1,1,60.4,52.1,47,0,68.93
"2945",1966,4707,1,1,63.6,55.6,47,0,63.15
"2946",1966,4801,-1,-1,29.1,38.6,48,0,69.31
"2947",1966,4802,1,1,60.3,65,48,0,65.88
"2948",1966,4803,1,1,61.6,65.4,48,0,68.53
"2949",1966,4804,1,1,59.7,61.2,48,0,62.67
"2950",1966,4805,1,1,63.6,70,48,0,75.8
"2951",1966,4901,1,1,49,51.5,49,0,61.16
"2952",1966,4902,1,1,58,63.6,49,0,65.89
"2953",1966,4903,-1,-1,31.2,39.4,49,0,58.71
"2954",1966,4904,1,1,74.3,74.2,49,0,72.19
"2955",1966,4905,1,1,70.2,76,49,0,69.59
"2956",1966,4906,1,1,47.6,50.8,49,0,57.65
"2957",1966,4907,-1,-1,34.9,38.2,49,0,61.4
"2958",1966,4908,-1,-1,38.7,40.4,49,0,59.92
"2959",1966,4909,-1,-1,35.9,44.7,49,0,52.14
"2960",1966,4910,-1,-1,33.5,43.8,49,0,65.16
"2961",1966,5001,1,0,47.7,50.8,50,0,56.56
"2962",1968,101,-1,-1,40.2,34.2,1,1,68.62
"2963",1968,102,-1,-1,38.2,45.4,1,1,64.33
"2964",1968,104,1,1,88.4,58.7,1,1,60.14
"2965",1968,106,-1,-1,33.3,36.6,1,1,54.88
"2966",1968,107,1,1,78,64.4,1,1,30.28
"2967",1968,201,-1,-1,45.8,48.3,2,0,48.5
"2968",1968,301,-1,-1,28.4,32.9,3,0,33.16
"2969",1968,302,1,1,70.3,59.6,3,0,45.73
"2970",1968,303,-1,-1,36.6,43.1,3,0,40.95
"2971",1968,403,-1,-1,32.9,46.9,4,1,39.8
"2972",1968,501,-1,-1,22,34.8,5,0,48.22
"2973",1968,502,1,1,61.7,70.9,5,0,47.26
"2974",1968,503,1,1,57.2,67.5,5,0,55.49
"2975",1968,504,1,1,57.2,59.5,5,0,51.89
"2976",1968,505,1,1,75.4,71.3,5,0,71.54
"2977",1968,506,-1,-1,26.6,23.4,5,0,54.26
"2978",1968,507,1,1,68,64.3,5,0,63.59
"2979",1968,508,1,1,64,65.4,5,0,56.42
"2980",1968,509,1,1,56.6,63.1,5,0,59.72
"2981",1968,510,-1,-1,31.5,30.9,5,0,47.31
"2982",1968,511,-1,-1,19.8,40,5,0,51.28
"2983",1968,513,-1,-1,34.2,32.5,5,0,43.13
"2984",1968,514,1,1,72.8,56.5,5,0,51.05
"2985",1968,515,1,1,53.8,57,5,0,48.9
"2986",1968,516,1,1,63.8,71.3,5,0,52.85
"2987",1968,517,1,0,51.3,60.8,5,0,53.35
"2988",1968,518,-1,-1,33.9,44.1,5,0,46.3
"2989",1968,519,1,1,64.7,62.2,5,0,48.13
"2990",1968,520,-1,-1,29.5,26.6,5,0,34.74
"2991",1968,521,1,1,91.6,84.8,5,0,93.36
"2992",1968,522,1,1,57.9,53.5,5,0,50.06
"2993",1968,523,-1,-1,34.9,32.6,5,0,46.32
"2994",1968,524,-1,-1,27.2,23.7,5,0,32.43
"2995",1968,525,-1,-1,31.3,47.5,5,0,39.52
"2996",1968,526,1,1,67.5,62.3,5,0,66.68
"2997",1968,527,-1,-1,27.8,34.6,5,0,40.55
"2998",1968,528,-1,-1,27.3,27.7,5,0,40.56
"2999",1968,529,1,1,52.3,51.1,5,0,55.47
"3000",1968,530,1,1,67.4,66.4,5,0,62.37
"3001",1968,531,1,1,60.1,63.4,5,0,62.14
"3002",1968,532,-1,-1,24.6,19.9,5,0,40.9
"3003",1968,533,-1,-1,32.6,46.5,5,0,42.71
"3004",1968,534,1,1,50.9,55.8,5,0,40.12
"3005",1968,535,-1,-1,25.7,26.9,5,0,28.64
"3006",1968,536,-1,-1,28.4,27.1,5,0,36.04
"3007",1968,537,1,1,64.7,61.2,5,0,48.99
"3008",1968,538,1,1,63.8,54.5,5,0,45.28
"3009",1968,601,1,1,52.4,56,6,0,53.55
"3010",1968,602,-1,-1,37.1,47.7,6,0,40.38
"3011",1968,603,1,1,52.1,51.7,6,0,47.66
"3012",1968,604,1,1,54.7,58.6,6,0,38.55
"3013",1968,701,1,1,62.6,58.5,7,0,59.86
"3014",1968,702,1,1,54.4,56.5,7,0,53.22
"3015",1968,703,1,1,56,56,7,0,51.46
"3016",1968,704,1,1,47.8,51,7,0,45.8
"3017",1968,705,1,1,56.3,59.1,7,0,53.11
"3018",1968,706,-1,-1,37.7,49.3,7,0,53.72
"3019",1968,801,-1,-1,41.3,44.2,8,0,47.98
"3020",1968,907,1,1,55,63.2,9,1,32.6
"3021",1968,910,-1,-1,45.1,39,9,1,44.48
"3022",1968,912,1,1,57,56.9,9,1,46.34
"3023",1968,1001,1,1,68.2,58,10,1,52.47
"3024",1968,1004,-1,-1,42.5,49.8,10,1,41.77
"3025",1968,1005,-1,-1,44.4,39.9,10,1,52.97
"3026",1968,1201,-1,-1,40.6,48.2,12,0,37.9
"3027",1968,1202,-1,0,45.5,29.7,12,0,31.5
"3028",1968,1301,1,1,84.6,72.6,13,0,93.23
"3029",1968,1302,1,0,65.4,59.2,13,0,66.52
